,exp_begin,model_id,epoch,train_loss,train_acc,train_time,test_loss,test_acc,test_time,library,device,num_epoch,num_run,learning_rate,batch_size,filename
0,04:16:37,00,0,1.6148682704925537,84.69833333333334,50.428914308547974,1.4950186395035765,96.76517571884985,5.590894460678101,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
1,04:16:37,00,1,1.4912420261383057,97.03,49.156254529953,1.4884398014019853,97.30431309904154,5.583495616912842,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
2,04:16:37,00,2,1.4834351652145386,97.81,49.07883405685425,1.485505322297922,97.6138178913738,5.628022193908691,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
3,04:16:37,00,3,1.4793142344156902,98.21,49.13976287841797,1.4815327690813107,98.03314696485623,5.805827617645264,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
4,04:16:37,00,4,1.478072831916809,98.30166666666666,48.9140830039978,1.482496748336207,97.87340255591054,5.503135442733765,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
5,04:21:12,01,0,1.58579502881368,87.67666666666666,51.90573048591614,1.4963389817899027,96.54552715654953,5.694465398788452,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
6,04:21:12,01,1,1.4894189957936605,97.21,49.747257471084595,1.4856563376161618,97.53394568690096,5.6449596881866455,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
7,04:21:12,01,2,1.4815576138178508,97.98333333333333,48.6890869140625,1.483133822965165,97.83346645367412,5.532012462615967,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
8,04:21:12,01,3,1.4783217407862346,98.31333333333333,48.25212502479553,1.4840453802206266,97.72364217252397,5.903795957565308,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
9,04:21:12,01,4,1.4763700735092162,98.48,48.316077709198,1.4818012101200824,97.95327476038338,5.692867994308472,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
10,04:25:48,02,0,1.5410132249832154,92.24166666666666,48.67511177062988,1.4969761181182373,96.59544728434504,5.714091777801514,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
11,04:25:48,02,1,1.488029197883606,97.39166666666667,48.90720343589783,1.4835273553007327,97.78354632587859,5.743794202804565,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
12,04:25:48,02,2,1.4801365979512533,98.105,48.961061239242554,1.4813414594997614,98.02316293929712,5.576284885406494,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
13,04:25:48,02,3,1.47666633644104,98.475,48.662872314453125,1.4796948219640567,98.10303514376997,5.62355637550354,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
14,04:25:48,02,4,1.474672705968221,98.64333333333333,49.40895080566406,1.4799501313188206,98.05311501597444,5.743434429168701,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
15,04:30:21,03,0,2.3566604532877604,10.443333333333333,49.592408895492554,2.358408109067728,10.273562300319488,5.5269060134887695,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
16,04:30:21,03,1,2.356727065404256,10.441666666666666,48.74909830093384,2.358408109067728,10.273562300319488,5.766160249710083,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
17,04:30:21,03,2,2.356727065404256,10.441666666666666,49.06414771080017,2.358408109067728,10.273562300319488,5.534199476242065,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
18,04:30:21,03,3,2.356727065404256,10.441666666666666,50.03222393989563,2.358408109067728,10.273562300319488,5.71035623550415,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
19,04:30:21,03,4,2.356727065404256,10.441666666666666,49.8818461894989,2.358408109067728,10.273562300319488,5.774261951446533,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
20,04:34:57,04,0,1.6589755271911621,80.205,49.67940330505371,1.5009898385300804,96.14616613418531,5.864542245864868,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
21,04:34:57,04,1,1.492354298909505,96.935,50.065146684646606,1.4931376783992536,96.8650159744409,5.774384498596191,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
22,04:34:57,04,2,1.4833270297368368,97.81833333333333,50.203025579452515,1.4863614853197775,97.49400958466454,5.767707109451294,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
23,04:34:57,04,3,1.4796806465148926,98.16,49.88716530799866,1.4835631298942689,97.78354632587859,6.1852288246154785,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
24,04:34:57,04,4,1.478170302963257,98.29666666666667,49.74299693107605,1.483151019190828,97.82348242811501,5.712639093399048,PyTorch,TPU-1,5,5,0.001,32,output/PyTorch-TPU-1.csv
